序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1712,300184,力源信息,9.93,0.1,0.01,433905.0,434399267.08,4.23,10.18,9.76,9.92,9.92,0.46,4.14,85.72,3.1,11459338385.0,10409041362.0,0.0,0.0,-4.15,6.43
1713,002786,银宝山新,10.01,0.1,0.01,151714.0,152262202.0,5.3,10.24,9.71,9.98,10.0,0.71,3.07,-29.01,13.3,4961076120.0,4946061120.0,0.1,0.0,-9.17,8.22
1714,301529,福赛科技,30.19,0.1,0.03,10011.0,30427156.0,2.69,30.86,30.05,30.19,30.16,1.05,2.35,36.92,2.06,2561235370.0,1286311670.0,0.17,0.23,-9.15,4.97
1715,002023,海特高新,10.34,0.1,0.01,133599.0,138790125.19,2.03,10.47,10.26,10.35,10.33,0.67,1.8,92.82,1.79,7660494830.0,7660494830.0,-0.1,0.0,-4.44,1.87
1716,300442,润泽科技,62.06,0.1,0.06,346350.0,2153834804.95,6.31,63.63,59.72,62.6,62.0,0.58,6.25,52.93,11.35,106835151137.0,34396906799.0,0.03,0.0,96.39,19.44
1717,300518,新迅达,11.13,0.09,0.01,28387.0,31751828.44,3.24,11.34,10.98,11.08,11.12,0.6,1.42,-19.84,2.19,2219450841.0,2219185947.0,-0.18,0.18,-16.38,-9.95
1718,300389,艾比森,11.3,0.09,0.01,50601.0,57913872.86,3.72,11.63,11.21,11.31,11.29,0.94,2.17,35.57,2.76,4170833582.0,2635104020.0,0.0,0.0,-6.15,-5.12
1719,300896,爱美客,170.01,0.09,0.15,30552.0,527302098.65,4.0,175.99,169.2,169.8,169.86,0.86,1.46,24.33,6.89,51443676291.0,35467261787.0,-0.2,-0.17,-17.34,-6.84
1720,002399,海普瑞,11.34,0.09,0.01,45576.0,51980475.2,2.03,11.52,11.29,11.4,11.33,0.61,0.37,16.0,1.37,16639138953.0,14143267323.0,0.0,0.27,2.9,6.08
1721,002372,伟星新材,11.91,0.08,0.01,88411.0,106014736.77,2.44,12.14,11.85,11.88,11.9,0.69,0.6,19.86,3.72,18961172437.0,17517920078.0,0.08,-0.08,-7.03,-5.7
1722,000708,中信特钢,12.19,0.08,0.01,134781.0,165030748.59,1.72,12.37,12.16,12.24,12.18,0.48,0.27,12.03,1.57,61524844257.0,61524844257.0,-0.41,-0.41,4.64,6.84
1723,000028,国药一致,25.99,0.08,0.02,38664.0,100843076.4,1.66,26.32,25.89,25.92,25.97,1.06,0.81,10.18,0.8,14465126351.0,12424616001.0,0.0,0.12,-11.78,-11.15
1724,002151,北斗星通,26.08,0.08,0.02,61283.0,161070150.76,2.42,26.53,25.9,26.04,26.06,0.74,1.39,-166.82,2.59,14160373093.0,11518107651.0,-0.08,0.0,-11.53,-1.73
1725,002875,安奈儿,13.1,0.08,0.01,185912.0,246220700.05,5.5,13.62,12.9,13.0,13.09,1.54,10.19,-26.92,3.75,2790363823.0,2389704279.0,0.08,0.15,-9.72,1.08
1726,301360,荣旗科技,53.64,0.07,0.04,12399.0,67239289.8,3.32,54.96,53.18,54.02,53.6,0.5,4.46,116.46,2.48,2861157600.0,1491192000.0,-0.06,-0.09,-1.43,-0.04
1727,300849,锦盛新材,13.76,0.07,0.01,21698.0,29880490.5,2.4,13.95,13.62,13.78,13.75,0.83,1.79,1771.15,3.32,2064000000.0,1671399996.0,0.0,0.22,5.52,-2.06
1728,002861,瀛通通讯,14.08,0.07,0.01,104885.0,148006016.0,3.7,14.33,13.81,14.07,14.07,0.58,6.98,-60.09,2.41,2622878185.0,2114370368.0,0.0,0.28,16.94,-0.07
1729,300054,鼎龙股份,28.64,0.07,0.02,175178.0,502195903.6,2.87,29.01,28.19,28.68,28.62,0.62,2.41,53.56,6.19,26872413406.0,20854916792.0,0.0,0.28,6.79,10.07
1730,003011,海象新材,14.8,0.07,0.01,20010.0,29926754.4,2.3,15.1,14.76,14.79,14.79,1.06,2.58,698.55,1.11,1519604800.0,1149913321.0,-0.2,-0.4,-14.55,-2.63
1731,001359,平安电工,29.85,0.07,0.02,167958.0,519713351.19,11.4,32.81,29.41,30.42,29.83,4.11,36.21,25.37,3.1,5537269475.0,1384443000.0,-0.07,-0.37,25.95,15.21
1732,301190,善水科技,16.28,0.06,0.01,11652.0,19028688.0,2.52,16.57,16.16,16.33,16.27,0.43,1.64,38.95,1.79,3494282220.0,1156643532.0,0.06,0.12,1.12,3.1
1733,300400,劲拓股份,16.76,0.06,0.01,46603.0,78841663.0,4.36,17.23,16.5,16.76,16.75,0.61,1.94,50.55,5.23,4066408408.0,4025188445.0,0.06,0.0,-1.24,3.33
1734,300995,奇德新材,17.48,0.06,0.01,32872.0,58171159.0,3.72,18.05,17.4,17.58,17.47,1.5,5.49,197.91,2.35,1471116800.0,1047135572.0,0.0,-0.11,-0.96,10.56
1735,001205,盛航股份,17.61,0.06,0.01,36416.0,64926948.61,2.84,18.05,17.55,17.56,17.6,0.67,2.42,18.43,1.64,3310703527.0,2647428160.0,0.06,-0.11,-6.83,-8.71
1736,301169,零点有数,40.57,0.05,0.02,14510.0,59409338.56,4.09,41.66,40.0,40.55,40.55,0.56,2.02,-32.57,5.63,2915885014.0,2914972189.0,0.02,0.07,-5.23,1.32
